genome_id,genome_id,genus,source,species,quality,completeness,contamination,N50,contigs,genome_len,gc
NBC_00647,NBC_00647,Streptomyces,NBC,sp.,HQ,100.0,0.482832618025751,10660720,1,10660720,0.70646147727358
NBC_00648,NBC_00648,Streptomyces,NBC,sp.,HQ,98.932384341637,1.7793594306049825,8450570,2,8673992,0.7123597762137664
NBC_00649,NBC_00649,Streptomyces,NBC,sp.,HQ,100.0,2.467811158798283,10292842,1,10292842,0.703856719067484
NBC_00651,NBC_00651,Streptomyces,NBC,longwoodensis,HQ,100.0,0.8583690987124464,8140478,3,8544832,0.729656358369597
NBC_00656,NBC_00656,Streptomyces,NBC,poriferorum,HQ,100.0,0.7117437722419929,9575572,1,9575572,0.7073285021510987
NBC_00658,NBC_00658,Streptomyces,NBC,sp.,HQ,99.89270386266094,0.9120171673819742,10852492,1,10852492,0.6977580817382772
NBC_00659,NBC_00659,Streptomyces,NBC,sp.,HQ,100.0,1.144492131616595,9661321,1,9661321,0.7081087565561687
NBC_00661,NBC_00661,Streptomyces,NBC,pseudovenezuelae,HQ,99.89270386266094,0.9298998569384836,10195533,1,10195533,0.7091909760872728
NBC_00662,NBC_00662,Kribbella,NBC,sp.,HQ,99.48186528497408,3.799654576856649,8231124,1,8231124,0.6829330963790607
NBC_00663,NBC_00663,Streptomyces,NBC,sp013361925,HQ,100.0,0.6580829756795421,9859624,2,9992462,0.7069049649625888
NBC_00664,NBC_00664,Streptomyces,NBC,sp.,HQ,99.644128113879,0.9405185561769192,7134783,2,7628471,0.7194799586968346
NBC_00666,NBC_00666,Streptomyces,NBC,pseudovenezuelae,HQ,99.89270386266094,0.2043735949315348,10029205,1,10029205,0.7095682060542187
NBC_00667,NBC_00667,Streptomyces,NBC,sp.,HQ,99.644128113879,0.9405185561769192,7132883,2,7574921,0.7196465811326613
NBC_00668,NBC_00668,Streptomyces,NBC,melanogenes,HQ,100.0,2.25385527876631,8267928,3,8466399,0.7148348430070447
NBC_00669,NBC_00669,Streptomyces,NBC,sp.,HQ,100.0,0.5263157894736842,9601491,1,9601491,0.7269822988950362
NBC_00670,NBC_00670,Streptomyces,NBC,sp000725625,HQ,100.0,0.0,7583196,1,7583196,0.7247791036918998
NBC_00683,NBC_00683,Streptomyces,NBC,sp.,HQ,100.0,0.5338078291814946,8519659,1,8519659,0.7027314121375046
NBC_00685,NBC_00685,Streptomyces,NBC,canus,HQ,100.0,0.8011444921316165,11276871,1,11276871,0.701939926421079
NBC_00686,NBC_00686,Streptomyces,NBC,pseudovenezuelae,HQ,99.89270386266094,0.7153075822603719,10012265,1,10012265,0.7093897334918722
NBC_00690,NBC_00690,Streptomyces,NBC,sp.,HQ,99.644128113879,1.7002767892447608,8833314,2,9169300,0.6856382711875497
NBC_00691,NBC_00691,Streptomyces,NBC,sp.,HQ,99.89270386266094,0.1967095851216022,8302280,2,8336306,0.7204105751396362
NBC_00696,NBC_00696,Streptomyces,NBC,sp016893485,HQ,100.0,0.2145922746781116,11090730,1,11090730,0.7031610182557866
NBC_00701,NBC_00701,Streptomyces,NBC,virginiae_A,HQ,99.644128113879,1.375473083658137,8776050,1,8776050,0.7163791227260555
NBC_00704,NBC_00704,Streptomyces,NBC,sp.,HQ,99.74964234620886,0.8011444921316165,8037745,3,8225529,0.7245268966895625
NBC_00708,NBC_00708,Streptomyces,NBC,sp008042035,HQ,99.644128113879,1.2455516014234875,7301835,3,7654464,0.7185455441426075
NBC_00709,NBC_00709,Kribbella,NBC,sp.,HQ,99.48186528497408,4.317789291882556,8913447,1,8913447,0.6836944225954337
NBC_00710,NBC_00710,Streptomyces,NBC,canus,HQ,100.0,0.6580829756795421,10812875,1,10812875,0.7026590985283747
NBC_00711,NBC_00711,Streptomyces,NBC,luteogriseus,HQ,100.0,0.4291845493562232,9165939,1,9165939,0.7104497422468118
NBC_00712,NBC_00712,Streptomyces,NBC,luteogriseus,HQ,100.0,0.4291845493562232,9165964,1,9165964,0.710449768294966
NBC_00713,NBC_00713,Streptomyces,NBC,pseudovenezuelae,HQ,99.89270386266094,0.4291845493562232,9858584,1,9858584,0.7098754750175076
NBC_00715,NBC_00715,Streptomyces,NBC,sp002078175,HQ,99.89270386266094,0.0,9532931,2,9698432,0.7123874251012947
NBC_00722,NBC_00722,Streptomyces,NBC,lydicus,HQ,99.91103202846976,2.25385527876631,8362496,1,8362496,0.719638371127472
NBC_00723,NBC_00723,Streptomyces,NBC,sp001298545,HQ,100.0,0.1072961373390558,9871954,2,10285797,0.7106795905071819
NBC_00724,NBC_00724,Streptomyces,NBC,sp.,HQ,100.0,0.8896797153024911,9307314,2,9524224,0.6950633458431889
NBC_00726,NBC_00726,Streptomyces,NBC,sp001905735,HQ,100.0,1.4234875444839858,6652437,2,6875124,0.7181429745848947
NBC_00727,NBC_00727,Streptomyces,NBC,sp.,HQ,100.0,0.5338078291814946,7071489,2,7280754,0.7157232616292214
NBC_00728,NBC_00728,Streptomyces,NBC,sp.,HQ,100.0,1.609442060085837,9651205,1,9651205,0.7086628042819524
NBC_00731,NBC_00731,Streptomyces,NBC,longwoodensis,HQ,100.0,2.145922746781116,8550865,2,8585791,0.728501427533002
NBC_00734,NBC_00734,Streptomyces,NBC,platensis,HQ,99.91103202846976,0.7809410834321867,8870427,2,8963402,0.7095152041602061
NBC_00735,NBC_00735,Streptomyces,NBC,longwoodensis,HQ,100.0,0.8583690987124464,8073982,3,8145377,0.7313895968228358
NBC_00775,NBC_00775,Streptomyces,NBC,sp.,HQ,100.0,1.5164520743919885,11096612,1,11096612,0.7012016820990047
NBC_00781,NBC_00781,Kocuria,NBC,rhizophila_A,HQ,98.6842105263158,0.0,2773374,1,2773374,0.710156293381275
NBC_00805,NBC_00805,Streptomyces,NBC,griseoaurantiacus,HQ,100.0,0.0,7415499,1,7415499,0.7278655151865033
NBC_00806,NBC_00806,Micromonospora,NBC,zamorensis,HQ,100.0,0.7894736842105263,7086483,1,7086483,0.7118320893453071
NBC_00820,NBC_00820,Streptomyces,NBC,sp.,HQ,99.89270386266094,1.0908440629470673,8106388,1,8106388,0.7140729015191476
NBC_00821,NBC_00821,Micromonospora,NBC,sp018070325,HQ,100.0,1.3157894736842106,7198112,2,7275213,0.7099612066340876
NBC_00825,NBC_00825,Streptomyces,NBC,sp003846175,HQ,100.0,1.848556741795176,9682462,2,10229135,0.705133914060182
NBC_00826,NBC_00826,Streptomyces,NBC,sp003846175,HQ,100.0,1.848556741795176,9691732,3,11127092,0.7032274919628596
NBC_00827,NBC_00827,Streptomyces,NBC,sp.,HQ,99.89270386266094,0.8583690987124464,9465861,1,9465861,0.6988161985476018
NBC_00828,NBC_00828,Streptomyces,NBC,sp.,HQ,99.67811158798284,1.931330472103004,11499239,2,11509881,0.6984047011433047
NBC_00829,NBC_00829,Streptomyces,NBC,sp.,HQ,100.0,2.2288595153363837,8850733,3,9312804,0.6969403629669432
NBC_00830,NBC_00830,Streptomyces,NBC,sp.,MQ,99.644128113879,1.7793594306049825,9797426,1,9797426,0.6931299098355017
NBC_00831,NBC_00831,Streptomyces,NBC,virginiae_A,HQ,99.644128113879,2.2552674687906005,8878587,2,9235713,0.7146818009611169
NBC_00832,NBC_00832,Streptomyces,NBC,avidinii,HQ,99.644128113879,0.9405185561769192,9032248,1,9032248,0.7178407855940182
NBC_00835,NBC_00835,Streptomyces,NBC,cyaneofuscatus,HQ,99.91103202846976,1.334519572953737,8236804,2,8505222,0.7135970113419732
NBC_00836,NBC_00836,Streptomyces,NBC,antimycoticus,HQ,100.0,2.017543859649123,11272033,3,11514545,0.7067576704072979
NBC_00838,NBC_00838,Streptomyces,NBC,sp022695985,HQ,99.55516014234875,1.0676156583629892,8580597,1,8580597,0.7090351638702995
NBC_00839,NBC_00839,Streptomyces,NBC,antimycoticus,HQ,100.0,1.8421052631578947,10880213,1,10880213,0.7084239986845846
NBC_00841,NBC_00841,Streptomyces,NBC,sp.,MQ,99.91103202846976,3.0545670225385524,9842396,3,11554491,0.6949654467687066
NBC_00842,NBC_00842,Streptomyces,NBC,sp.,HQ,99.55516014234875,4.3297746144721225,9394497,3,9686107,0.6942520870355862
NBC_00843,NBC_00843,Streptomyces,NBC,niveus,HQ,99.91103202846976,0.9015421115065244,8502813,1,8502813,0.7066361450028361
NBC_00845,NBC_00845,Kitasatospora,NBC,purpeofusca,LQ,100.0,5.175438596491229,9074194,1,9074194,0.732840514540465
NBC_00846,NBC_00846,Streptomyces,NBC,sp.,HQ,100.0,0.3558718861209964,8228393,3,8832824,0.6970761559383499
NBC_00850,NBC_00850,Nocardioides,NBC,sp.,HQ,98.70466321243524,0.2590673575129533,6150782,1,6150782,0.6914416735953249
NBC_00851,NBC_00851,Streptomyces,NBC,chartreusis,HQ,100.0,1.072961373390558,9210269,5,11175329,0.7050655958316753
NBC_00853,NBC_00853,Streptomyces,NBC,sp.,HQ,99.288256227758,0.6637293114161441,7977575,3,8982810,0.7128318421518434
NBC_00855,NBC_00855,Micromonospora,NBC,vinacea,HQ,100.0,4.078947368421052,7572351,4,7707991,0.7099093654883614
NBC_00856,NBC_00856,Streptomyces,NBC,phaeochromogenes,HQ,99.89270386266094,0.5722460658082975,11885673,1,11885673,0.7009199226665583
NBC_00857,NBC_00857,Streptomyces,NBC,sp.,HQ,100.0,1.1071569790431002,8011685,3,8093981,0.6981379126044402
NBC_00858,NBC_00858,Micromonospora,NBC,sp.,HQ,100.0,1.4912280701754386,7748626,1,7748626,0.713950447472881
NBC_00859,NBC_00859,Streptomyces,NBC,sp.,HQ,100.0,1.5717674970344009,8001606,2,8015150,0.7001459735625659
NBC_00860,NBC_00860,Micromonospora,NBC,vinacea,HQ,100.0,1.3157894736842106,7475168,1,7475168,0.7107923193164354
NBC_00863,NBC_00863,Kocuria,NBC,rhizophila,HQ,98.6842105263158,0.0,2783905,1,2783905,0.7053667420404073
NBC_00865,NBC_00865,Streptomyces,NBC,chartreusis,HQ,100.0,1.6452074391988554,10071390,4,11132879,0.705468280037895
NBC_00866,NBC_00866,Streptomyces,NBC,canus,HQ,99.89270386266094,1.2160228898426322,10632801,2,10650143,0.7017224087977034
NBC_00867,NBC_00867,Streptomyces,NBC,papulosus,HQ,99.91103202846976,0.0889679715302491,7891710,1,7891710,0.7092314593415115
NBC_00868,NBC_00868,Streptomyces,NBC,sp.,HQ,99.55516014234875,1.1975371405976387,8951979,3,9531298,0.7128761476138926
NBC_00869,NBC_00869,Streptomyces,NBC,sp900105515,HQ,100.0,1.5124555160142348,7568462,2,7775113,0.7175473848418666
NBC_00870,NBC_00870,Streptomyces,NBC,sp900105515,HQ,100.0,1.5124555160142348,7566831,2,7773484,0.7175620352470012
NBC_00871,NBC_00871,Streptomyces,NBC,canus,HQ,99.89270386266094,1.2160228898426322,10740985,2,10828530,0.7019975010458483
NBC_00872,NBC_00872,Streptomyces,NBC,sp.,HQ,100.0,0.7710557532621589,8966801,2,9064491,0.7027990871191775
NBC_00873,NBC_00873,Streptomyces,NBC,sp.,HQ,99.55516014234875,4.3297746144721225,9406006,3,9733076,0.6944690455514783
NBC_00874,NBC_00874,Kocuria,NBC,rhizophila,HQ,98.6842105263158,0.0,2776916,1,2776916,0.7054941525058734
NBC_00876,NBC_00876,Streptomyces,NBC,sp.,HQ,99.644128113879,1.209964412811388,8497307,2,8636389,0.7070710918648986
NBC_00879,NBC_00879,Streptomyces,NBC,sp.,HQ,100.0,2.809410834321866,8556030,1,8556030,0.6966535881711494
NBC_00881,NBC_00881,Nocardia,NBC,sp.,HQ,99.37343358395992,1.827485380116959,8416270,1,8416270,0.6640419093018641
NBC_00882,NBC_00882,Streptomyces,NBC,sp.,HQ,99.89270386266094,0.7868383404864091,10957798,1,10957798,0.7010694119384204
NBC_00885,NBC_00885,Streptomyces,NBC,sp.,HQ,100.0,2.601818900751285,8737832,1,8737832,0.6959286926093338
NBC_00886,NBC_00886,Streptomyces,NBC,sp.,HQ,99.85693848354794,0.1430615164520743,10994939,4,11025482,0.6964603452257234
NBC_00887,NBC_00887,Streptomyces,NBC,sp.,LQ,100.0,23.6061684460261,10004517,4,10314838,0.6991707480039919
NBC_00888,NBC_00888,Embleya,NBC,sp.,HQ,100.0,4.12280701754386,8051820,4,14072637,0.7107954251928761
NBC_00889,NBC_00889,Kribbella,NBC,sp.,HQ,99.48186528497408,4.490500863557858,9143554,1,9143554,0.6831274797524026
NBC_00890,NBC_00890,Streptomyces,NBC,sp900105515,HQ,100.0,1.5124555160142348,7568393,2,7775044,0.7175459071357024
NBC_00891,NBC_00891,Streptomyces,NBC,sp900105515,HQ,100.0,1.5124555160142348,7568400,2,7775030,0.7175470705579271
NBC_00896,NBC_00896,Embleya,NBC,sp.,HQ,99.47368421052632,4.035087719298246,7405279,3,10863893,0.7099379568631613
NBC_00898,NBC_00898,Micromonospora,NBC,sp.,HQ,100.0,2.3684210526315788,7338496,1,7338496,0.7232306183719389
NBC_00899,NBC_00899,Streptomyces,NBC,cocklensis,LQ,99.47368421052632,28.157894736842103,11771747,2,11777151,0.7210088416120334
NBC_00909,NBC_00909,Streptomyces,NBC,goshikiensis,HQ,99.644128113879,1.438315539739027,7956497,5,8923407,0.7200859492344124
NBC_00932,NBC_00932,Streptomyces,NBC,sp.,HQ,99.70344009489916,3.9145907473309607,8477959,1,8477959,0.7024254304603266
NBC_00963,NBC_00963,Streptomyces,NBC,sp.,HQ,99.70344009489916,4.270462633451957,8299271,2,8580158,0.7018965151923776
NBC_00972,NBC_00972,Streptomyces,NBC,halstedii,HQ,99.91103202846976,0.1016776817488561,7237177,1,7237177,0.719837168553429
NBC_00974,NBC_00974,Streptomyces,NBC,sp.,HQ,99.644128113879,1.375473083658137,8608746,2,8618721,0.7150490194542787
NBC_00975,NBC_00975,Streptomyces,NBC,tubercidicus,HQ,99.91103202846976,1.2752075919335706,8628007,4,8767216,0.7064161530866812
NBC_00984,NBC_00984,Streptomyces,NBC,sp.,HQ,100.0,1.3641755634638195,8863243,3,9964306,0.7028230566182934
NBC_00986,NBC_00986,Streptomyces,NBC,sp000716605,HQ,99.14163090128756,0.7296137339055794,11750813,1,11750813,0.6997571146779376
NBC_00987,NBC_00987,Streptomyces,NBC,sp003846175,HQ,100.0,2.2044286279161724,9694777,2,10297410,0.7045995060893953
NBC_00988,NBC_00988,Streptomyces,NBC,sp.,HQ,99.78540772532187,1.3018597997138768,12375414,1,12375414,0.6986586468945605
NBC_00989,NBC_00989,Streptomyces,NBC,sp.,HQ,100.0,1.859799713876967,11950319,2,12214516,0.7005020911184692
NBC_00990,NBC_00990,Streptomyces,NBC,anulatus,HQ,99.91103202846976,0.5338078291814946,9076472,2,9104665,0.7145455653777487
NBC_00995,NBC_00995,Streptomyces,NBC,sp.,HQ,100.0,0.3558718861209964,8201818,2,8212167,0.7106072002676029
NBC_00996,NBC_00996,Streptomyces,NBC,sp.,HQ,99.89270386266094,2.2711015736766806,10750390,1,10750390,0.6978837046842021
NBC_00998,NBC_00998,Streptomyces,NBC,sp.,HQ,100.0,0.2880867649550923,8190284,3,8696460,0.71695816458651
NBC_00999,NBC_00999,Streptomyces,NBC,platensis,HQ,100.0,0.6524317912218267,8474648,2,8540072,0.7107417829732583
NBC_01001,NBC_01001,Streptomyces,NBC,sp.,HQ,100.0,1.050669378071513,7941964,7,9417957,0.7137300584404876
NBC_01002,NBC_01002,Streptomyces,NBC,canus,HQ,99.89270386266094,1.1409155937052933,11769262,2,12157638,0.7009410051524811
NBC_01003,NBC_01003,Streptomyces,NBC,sp002803065,HQ,99.89270386266094,1.7703862660944203,10319649,2,10538690,0.7017261158644955
NBC_01004,NBC_01004,Streptomyces,NBC,globisporus,HQ,99.91103202846976,0.3558718861209964,7662562,2,7957062,0.71428285967861
NBC_01005,NBC_01005,Streptomyces,NBC,sp003846175,HQ,100.0,1.978478224029825,9433372,4,10117067,0.7050548345681609
NBC_01006,NBC_01006,Streptomyces,NBC,sp000717915,HQ,99.91103202846976,2.21713833813478,8687168,3,9390360,0.7152914265267786
NBC_01007,NBC_01007,Streptomyces,NBC,sp.,MQ,100.0,0.9120171673819742,10669088,4,10849948,0.7042524074769759
NBC_01009,NBC_01009,Nocardia,NBC,sp.,HQ,99.74937343358395,2.161654135338346,8613784,1,8613784,0.6600742484371561
NBC_01010,NBC_01010,Streptomyces,NBC,anulatus,HQ,99.91103202846976,0.0,8509935,3,8857495,0.715887618339045
NBC_01011,NBC_01011,Streptomyces,NBC,phaeochromogenes,HQ,99.89270386266094,0.6437768240343348,12239699,2,12306107,0.7001684610738392
NBC_01012,NBC_01012,Streptomyces,NBC,sp.,HQ,100.0,0.8896797153024911,7722973,2,7856715,0.7053889570895724
NBC_01013,NBC_01013,Streptomyces,NBC,sp.,HQ,100.0,0.8303677342823249,8453265,1,8453265,0.7054687153425333
NBC_01014,NBC_01014,Streptomyces,NBC,sp940670765,HQ,99.79240806642942,1.5101742859749978,7838624,2,7989472,0.7011505891753548
NBC_01015,NBC_01015,Streptomyces,NBC,decoyicus,HQ,100.0,1.3157894736842106,9230757,1,9230757,0.7082914218194672
NBC_01017,NBC_01017,Streptomyces,NBC,sp.,HQ,100.0,1.7989985693848354,11375640,1,11375640,0.6994172635561604
NBC_01018,NBC_01018,Streptomyces,NBC,fimicarius,HQ,99.91103202846976,0.948991696322657,8537117,1,8537117,0.7157355346072919
NBC_01020,NBC_01020,Streptomyces,NBC,sp.,HQ,99.70344009489916,4.151838671411625,8361885,1,8361885,0.7024521384831292
NBC_01021,NBC_01021,Streptomyces,NBC,prunicolor,HQ,99.57081545064378,2.0028612303290414,10948847,1,10948847,0.698355361071353
NBC_01022,NBC_01022,Streptomyces,NBC,sp.,MQ,100.0,1.1862396204033214,10110422,2,10339220,0.7025330730944888
NBC_01023,NBC_01023,Streptomyces,NBC,sp.,HQ,99.76275207591934,2.846975088967972,8218161,3,8552865,0.7022181456155335
NBC_01069,NBC_01069,Streptomyces,NBC,anulatus,HQ,99.91103202846976,0.1779359430604982,8984110,1,8984110,0.7144772270152525
NBC_01077,NBC_01077,Streptomyces,NBC,sp.,HQ,99.89270386266094,3.30829756795422,10031225,1,10031225,0.7079580011414359
NBC_01078,NBC_01078,Streptomyces,NBC,globisporus,HQ,99.91103202846976,0.3558718861209964,7981951,5,9240663,0.7111353373670266
NBC_01080,NBC_01080,Streptomyces,NBC,anulatus,HQ,99.91103202846976,0.0,8826137,3,9025764,0.7135927772984093
NBC_01089,NBC_01089,Streptomyces,NBC,sp010548145,HQ,99.88137603795964,2.461447212336892,8277755,1,8277755,0.7066644277343314
NBC_01092,NBC_01092,Streptomyces,NBC,sp008042075,HQ,100.0,0.9298998569384836,11096016,1,11096016,0.7050238572114532
NBC_01102,NBC_01102,Streptomyces,NBC,sp.,HQ,100.0,1.334519572953737,8399153,5,8638601,0.7069187476073961
NBC_01103,NBC_01103,Streptomyces,NBC,diastaticus,HQ,99.89270386266094,0.2145922746781116,6721603,1,6721603,0.7351801348577117
NBC_01104,NBC_01104,Streptomyces,NBC,sp.,HQ,100.0,0.4744958481613285,9073094,1,9073094,0.7125702654463847
NBC_01106,NBC_01106,Streptomyces,NBC,anulatus,HQ,99.91103202846976,0.5338078291814946,8912513,1,8912513,0.7152815373172527
NBC_01108,NBC_01108,Streptomyces,NBC,sp.,HQ,99.8220640569395,0.7512850929221037,8594558,2,8696121,0.6983042209279287
NBC_01110,NBC_01110,Streptomyces,NBC,albidoflavus,HQ,99.89270386266094,0.5722460658082975,7134393,2,7215712,0.7336418083205095
NBC_01116,NBC_01116,Streptomyces,NBC,sp.,HQ,99.91103202846976,1.3980681240467718,8621271,3,8744813,0.7182258785865404
NBC_01124,NBC_01124,Streptomyces,NBC,sp000772045,HQ,100.0,0.0,8295141,1,8295141,0.7199778762048771
NBC_01127,NBC_01127,Streptomyces,NBC,erythrochromogenes_A,HQ,100.0,1.0591425182172514,9103358,1,9103358,0.7224988844775742
NBC_01134,NBC_01134,Streptomyces,NBC,anulatus,HQ,99.91103202846976,0.5338078291814946,9476833,2,9596317,0.7127290605343696
NBC_01135,NBC_01135,Streptomyces,NBC,uncialis,HQ,99.89270386266094,0.9120171673819742,8813451,2,8910399,0.7210332556375982
NBC_01136,NBC_01136,Streptomyces,NBC,sp.,HQ,100.0,0.8011444921316165,10210006,6,11385859,0.700151477372063
NBC_01137,NBC_01137,Streptomyces,NBC,xanthophaeus,HQ,100.0,1.0591425182172514,8421525,5,9005859,0.72026022170678
NBC_01139,NBC_01139,Streptomyces,NBC,rubiginosohelvolus,HQ,99.91103202846976,0.1697235149192444,7705305,2,7738856,0.7162242067819843
NBC_01147,NBC_01147,Streptomyces,NBC,xanthophaeus,HQ,100.0,1.0591425182172514,8438603,4,8755960,0.7203895403816372
NBC_01157,NBC_01157,Streptomyces,NBC,avidinii,HQ,99.644128113879,1.1184544992374177,8925254,5,9716673,0.7155891733724085
NBC_01166,NBC_01166,Streptomyces,NBC,sp.,HQ,100.0,0.7710557532621589,8761985,3,9133556,0.7054504291647197
NBC_01167,NBC_01167,Streptomyces,NBC,sp.,HQ,99.91103202846976,1.0676156583629892,8297195,1,8297195,0.7046600688545949
NBC_01168,NBC_01168,Streptomyces,NBC,microflavus,HQ,99.91103202846976,1.050669378071513,8830571,1,8830571,0.711824410901628
NBC_01170,NBC_01170,Streptomyces,NBC,albidoflavus,HQ,99.89270386266094,0.7868383404864091,7083045,1,7083045,0.7337931638158447
NBC_01171,NBC_01171,Streptomyces,NBC,sp.,HQ,100.0,0.6437768240343348,6584968,1,6584968,0.7160945960557439
NBC_01174,NBC_01174,Streptomyces,NBC,silvae,HQ,99.91103202846976,0.5338078291814946,8570581,4,9007485,0.7114879458583612
NBC_01175,NBC_01175,Streptomyces,NBC,silvae,HQ,99.91103202846976,0.0,7864500,3,7978860,0.7125504144702376
NBC_01176,NBC_01176,Streptomyces,NBC,sp.,HQ,100.0,1.78826895565093,10111754,2,10614154,0.7109143130955138
NBC_01177,NBC_01177,Streptomyces,NBC,silvae,HQ,99.91103202846976,0.0395413206801107,7977991,5,8054536,0.7120637365082234
NBC_01178,NBC_01178,Streptomyces,NBC,sp001905905,HQ,100.0,0.2414844941535333,6801306,3,6968086,0.727461457852271
NBC_01180,NBC_01180,Streptomyces,NBC,sp.,HQ,99.88137603795964,2.046263345195729,7662149,1,7662149,0.7006641348269265
NBC_01183,NBC_01183,Streptomyces,NBC,phaeochromogenes,HQ,99.89270386266094,2.2889842632331905,12118633,2,12204320,0.7002630216185745
NBC_01184,NBC_01184,Streptomyces,NBC,microflavus,HQ,99.91103202846976,1.2879173021521777,8340736,1,8340736,0.7132417331036494
NBC_01185,NBC_01185,Streptomyces,NBC,sp.,HQ,100.0,0.5931198102016607,8411192,1,8411192,0.7130070268280643
NBC_01186,NBC_01186,Streptomyces,NBC,sp.,HQ,99.83985765124557,1.9572953736654803,8907583,2,9174813,0.7107630422549212
NBC_01187,NBC_01187,Streptomyces,NBC,sp.,HQ,99.83985765124557,2.1352313167259784,8912834,3,9461828,0.710175560156029
NBC_01189,NBC_01189,Microbispora,NBC,amethystogenes,HQ,100.0,0.7936507936507936,7371534,1,7371534,0.7144457313769427
NBC_01190,NBC_01190,Streptomyces,NBC,sp.,HQ,99.47368421052632,1.5789473684210529,8150292,1,8150292,0.7171838751298727
NBC_01191,NBC_01191,Streptomyces,NBC,goshikiensis,HQ,99.644128113879,2.061091340450771,7984255,3,8756223,0.7210125872765004
NBC_01194,NBC_01194,Streptomyces,NBC,microflavus,HQ,99.91103202846976,1.2701237078461276,8546813,2,8956073,0.7116890404979951
NBC_01195,NBC_01195,Streptomyces,NBC,erythrochromogenes_A,HQ,99.644128113879,0.9405185561769192,8750824,2,8805515,0.7227748746098326
NBC_01196,NBC_01196,Streptomyces,NBC,anulatus,HQ,99.91103202846976,0.0,8653151,2,8752978,0.7172101883496108
NBC_01197,NBC_01197,Streptomyces,NBC,sp.,HQ,99.88137603795964,1.9276393831553973,7627830,2,7708294,0.6997530192802713
NBC_01198,NBC_01198,Streptomyces,NBC,sp.,HQ,99.47368421052632,1.5789473684210529,7916046,1,7916046,0.7214330235069377
NBC_01199,NBC_01199,Micromonospora,NBC,ureilytica,HQ,100.0,1.8421052631578947,7366692,1,7366692,0.70878258518206
NBC_01201,NBC_01201,Streptomyces,NBC,sp008042155,HQ,100.0,0.3558718861209964,8249142,2,8676936,0.7063563681926431
NBC_01202,NBC_01202,Kitasatospora,NBC,purpeofusca,HQ,100.0,2.719298245614035,9809889,3,10064253,0.7321459426745334
NBC_01203,NBC_01203,Kitasatospora,NBC,purpeofusca,HQ,100.0,3.070175438596491,9762028,1,9762028,0.7329056011722155
NBC_01205,NBC_01205,Streptomyces,NBC,sp.,HQ,99.55516014234875,1.973535558944812,8618493,4,9485036,0.7151508966333918
NBC_01207,NBC_01207,Streptomyces,NBC,sp.,HQ,100.0,2.08721685590013,10443073,3,10807193,0.711880966685799
NBC_01208,NBC_01208,Streptomyces,NBC,sp008042155,HQ,100.0,0.3558718861209964,8182248,3,8432930,0.707014169452373
NBC_01210,NBC_01210,Streptomyces,NBC,sp.,HQ,100.0,2.295373665480427,9076647,2,9208508,0.6929571001078568
NBC_01211,NBC_01211,Streptomyces,NBC,globisporus,HQ,99.91103202846976,0.3558718861209964,7585586,3,7862506,0.715181648192065
NBC_01212,NBC_01212,Streptomyces,NBC,sp008042155,HQ,100.0,0.3558718861209964,8231656,1,8231656,0.707264978031152
NBC_01213,NBC_01213,Streptomyces,NBC,sp008042155,HQ,100.0,0.3558718861209964,8165836,4,8456627,0.7070161661381068
NBC_01215,NBC_01215,Streptomyces,NBC,xinghaiensis,HQ,100.0,0.0,6900143,1,6900143,0.7321333775256542
NBC_01216,NBC_01216,Streptomyces,NBC,sp.,HQ,100.0,2.8254649499284694,7127401,4,7718607,0.715396443943836
NBC_01217,NBC_01217,Streptomyces,NBC,sp.,HQ,98.932384341637,0.7117437722419929,8890693,2,9034013,0.6982140716423587
NBC_01218,NBC_01218,Streptomyces,NBC,sp.,HQ,99.19928825622776,0.0,7116718,2,7171588,0.7210793481164841
NBC_01220,NBC_01220,Streptomyces,NBC,poriferorum,HQ,100.0,1.0676156583629892,9155022,5,9611794,0.7063184042437863
NBC_01224,NBC_01224,Streptomyces,NBC,sp.,HQ,99.644128113879,0.8303677342823249,9662892,2,10014434,0.6942029874079754
NBC_01227,NBC_01227,Kocuria,NBC,rhizophila,HQ,98.6842105263158,0.0,2735685,1,2735685,0.7056188852152203
NBC_01228,NBC_01228,Streptomyces,NBC,zaomyceticus,HQ,99.46351931330472,0.4113018597997138,9358130,4,9766476,0.7163102638044675
NBC_01230,NBC_01230,Streptomyces,NBC,sp900116325,HQ,100.0,1.838671411625148,9518240,2,10201169,0.694310426579542
NBC_01231,NBC_01231,Streptomyces,NBC,sp.,HQ,100.0,0.5841678588459704,11338389,1,11338389,0.7011171516517911
NBC_01232,NBC_01232,Streptomyces,NBC,sp.,HQ,100.0,0.5253346890357566,8660092,3,8834773,0.7177795060495612
NBC_01233,NBC_01233,Streptomyces,NBC,sp.,HQ,99.55516014234875,2.3046941196407387,10187596,4,10336409,0.7131618921039212
NBC_01235,NBC_01235,Streptomyces,NBC,sp.,HQ,100.0,0.2145922746781116,11090044,1,11090044,0.707546245984236
NBC_01236,NBC_01236,Streptomyces,NBC,sp.,HQ,99.89270386266094,2.982832618025751,11360030,1,11360030,0.6998120603554744
NBC_01237,NBC_01237,Streptomyces,NBC,sp001905125,MQ,99.91103202846976,2.25385527876631,8231337,4,10190356,0.7063654105901698
NBC_01240,NBC_01240,Streptomyces,NBC,sp.,HQ,100.0,0.7512850929221037,8674336,4,9069560,0.6977571128037082
