,genus_init,genus_gtdb,quality,genome_id
GCF_030016275.1,Streptomyces,Streptomyces_G,MQ,GCF_030016275.1
GCF_030027225.1,Streptomyces,Streptomyces_G,MQ,GCF_030027225.1
GCF_030028615.1,Streptomyces,Streptomyces_G,HQ,GCF_030028615.1
GCF_030028635.1,Streptomyces,Streptomyces_G,HQ,GCF_030028635.1
GCF_030056425.1,Streptomyces,Streptomyces_G,MQ,GCF_030056425.1
GCF_030056615.1,Streptomyces,Streptomyces_G,LQ,GCF_030056615.1
GCF_030063135.1,Streptomyces,Streptomyces_G,LQ,GCF_030063135.1
GCF_030063325.1,Streptomyces,Streptomyces_G,LQ,GCF_030063325.1
GCF_030063355.1,Streptomyces,Streptomyces_G,LQ,GCF_030063355.1
GCF_030063415.1,Streptomyces,Streptomyces_G,LQ,GCF_030063415.1
GCF_030077645.1,Streptomyces,Streptomyces_G,MQ,GCF_030077645.1
GCF_030116705.1,Streptomyces,Streptomyces_G,MQ,GCF_030116705.1
GCF_030122705.1,Streptomyces,Streptomyces_G,LQ,GCF_030122705.1
GCF_030124145.1,Streptomyces,Streptomyces_G,MQ,GCF_030124145.1
GCF_030124175.1,Streptomyces,Streptomyces_G,MQ,GCF_030124175.1
GCF_030135485.1,Streptomyces,Streptomyces_G,MQ,GCF_030135485.1
GCF_030158795.1,Streptomyces,Streptomyces_G,MQ,GCF_030158795.1
GCF_030159695.1,Streptomyces,Streptomyces_G,LQ,GCF_030159695.1
GCF_030167965.1,Streptomyces,Streptomyces_G,HQ,GCF_030167965.1
GCF_030238025.1,Streptomyces,Streptomyces_G,LQ,GCF_030238025.1
GCF_030262575.1,Streptomyces,Streptomyces_G,LQ,GCF_030262575.1
GCF_030268605.1,Streptomyces,Streptomyces_G,LQ,GCF_030268605.1
GCF_030268625.1,Streptomyces,Streptomyces_G,LQ,GCF_030268625.1
GCF_030268665.1,Streptomyces,Streptomyces_G,LQ,GCF_030268665.1
GCF_030268705.1,Streptomyces,Streptomyces_G,MQ,GCF_030268705.1
GCF_030268805.1,Streptomyces,Streptomyces_G,LQ,GCF_030268805.1
GCF_030268825.1,non-Streptomyces,non-Streptomyces_G,LQ,GCF_030268825.1
GCF_030268885.1,non-Streptomyces,non-Streptomyces_G,LQ,GCF_030268885.1
GCF_030269025.1,Streptomyces,Streptomyces_G,MQ,GCF_030269025.1
GCF_030269045.1,Streptomyces,Streptomyces_G,MQ,GCF_030269045.1
GCF_030269125.1,Streptomyces,Streptomyces_G,MQ,GCF_030269125.1
GCF_030270785.1,Streptomyces,Streptomyces_G,LQ,GCF_030270785.1
GCF_030286025.1,Streptomyces,Streptomyces_G,HQ,GCF_030286025.1
GCF_030287445.1,Streptomyces,Streptomyces_G,MQ,GCF_030287445.1
GCF_030291795.1,Streptomyces,Streptomyces_G,HQ,GCF_030291795.1
GCF_030294945.1,Streptomyces,Streptomyces_G,HQ,GCF_030294945.1
GCF_900079405.2,Streptomyces,Streptomyces_G,MQ,GCF_900079405.2
GCF_900079415.1,Streptomyces,Streptomyces_G,MQ,GCF_900079415.1
GCF_900090065.1,Streptomyces,Streptomyces_G,MQ,GCF_900090065.1
GCF_900090075.1,Streptomyces,Streptomyces_G,MQ,GCF_900090075.1
GCF_900090085.1,Streptomyces,Streptomyces_G,MQ,GCF_900090085.1
GCF_900090095.1,Streptomyces,Streptomyces_G,LQ,GCF_900090095.1
GCF_900090115.1,Streptomyces,Streptomyces_G,MQ,GCF_900090115.1
GCF_900090125.1,Streptomyces,Streptomyces_G,MQ,GCF_900090125.1
GCF_900090135.1,Streptomyces,Streptomyces_G,MQ,GCF_900090135.1
GCF_900090145.1,Streptomyces,Streptomyces_G,MQ,GCF_900090145.1
GCF_900091315.1,Streptomyces,Streptomyces_G,LQ,GCF_900091315.1
GCF_900091485.1,Streptomyces,Streptomyces_G,LQ,GCF_900091485.1
GCF_900091715.1,Streptomyces,Streptomyces_G,LQ,GCF_900091715.1
GCF_900091725.1,Streptomyces,Streptomyces_G,LQ,GCF_900091725.1
GCF_900091745.1,Streptomyces,Streptomyces_G,LQ,GCF_900091745.1
GCF_900091755.1,Streptomyces,Streptomyces_G,LQ,GCF_900091755.1
GCF_900091765.1,Streptomyces,Streptomyces_G,LQ,GCF_900091765.1
GCF_900091775.1,Streptomyces,Streptomyces_G,MQ,GCF_900091775.1
GCF_900091785.1,Streptomyces,Streptomyces_G,LQ,GCF_900091785.1
GCF_900091815.1,Streptomyces,Streptomyces_G,LQ,GCF_900091815.1
GCF_900091825.1,Streptomyces,Streptomyces_G,LQ,GCF_900091825.1
GCF_900091835.1,Streptomyces,Streptomyces_G,LQ,GCF_900091835.1
GCF_900091845.1,Streptomyces,Streptomyces_G,LQ,GCF_900091845.1
GCF_900091855.1,Streptomyces,Streptomyces_G,LQ,GCF_900091855.1
GCF_900091865.1,Streptomyces,Streptomyces_G,LQ,GCF_900091865.1
GCF_900091875.1,Streptomyces,Streptomyces_G,LQ,GCF_900091875.1
GCF_900091885.1,Streptomyces,Streptomyces_G,LQ,GCF_900091885.1
GCF_900091905.1,Streptomyces,Streptomyces_G,LQ,GCF_900091905.1
GCF_900091955.1,Streptomyces,Streptomyces_G,LQ,GCF_900091955.1
GCF_900091975.1,Streptomyces,Streptomyces_G,LQ,GCF_900091975.1
GCF_900091985.1,Streptomyces,Streptomyces_G,LQ,GCF_900091985.1
GCF_900091995.1,Streptomyces,Streptomyces_G,LQ,GCF_900091995.1
GCF_900092005.1,Streptomyces,Streptomyces_G,LQ,GCF_900092005.1
GCF_900092015.1,Streptomyces,Streptomyces_G,LQ,GCF_900092015.1
GCF_900095575.1,Streptomyces,Streptomyces_G,LQ,GCF_900095575.1
GCF_900100315.1,Streptomyces,Streptomyces_G,MQ,GCF_900100315.1
GCF_900101585.1,Streptomyces,Streptomyces_G,MQ,GCF_900101585.1
GCF_900101975.1,Streptomyces,Streptomyces_G,MQ,GCF_900101975.1
GCF_900102095.1,Streptomyces,Streptomyces_G,MQ,GCF_900102095.1
GCF_900102245.1,Streptomyces,Streptomyces_G,MQ,GCF_900102245.1
GCF_900103455.1,Streptomyces,Streptomyces_G,MQ,GCF_900103455.1
GCF_900103585.1,Streptomyces,Streptomyces_G,MQ,GCF_900103585.1
GCF_900103985.1,Streptomyces,Streptomyces_G,MQ,GCF_900103985.1
GCF_900104815.1,Streptomyces,Streptomyces_G,MQ,GCF_900104815.1
GCF_900104865.1,Streptomyces,Streptomyces_G,MQ,GCF_900104865.1
GCF_900104935.1,Streptomyces,Streptomyces_G,HQ,GCF_900104935.1
GCF_900105235.1,Streptomyces,Streptomyces_G,MQ,GCF_900105235.1
GCF_900105245.1,Streptomyces,Streptomyces_G,MQ,GCF_900105245.1
GCF_900105265.1,Streptomyces,Streptomyces_G,MQ,GCF_900105265.1
GCF_900105275.1,Streptomyces,Streptomyces_G,MQ,GCF_900105275.1
GCF_900105395.1,Streptomyces,non-Streptomyces_G,HQ,GCF_900105395.1
GCF_900105415.1,Streptomyces,Streptomyces_G,MQ,GCF_900105415.1
GCF_900105465.1,Streptomyces,Streptomyces_G,MQ,GCF_900105465.1
GCF_900105515.1,Streptomyces,Streptomyces_G,MQ,GCF_900105515.1
GCF_900105525.1,Streptomyces,Streptomyces_G,MQ,GCF_900105525.1
GCF_900105605.1,Streptomyces,Streptomyces_G,MQ,GCF_900105605.1
GCF_900105695.1,Streptomyces,Streptomyces_G,MQ,GCF_900105695.1
GCF_900105705.1,Streptomyces,Streptomyces_G,MQ,GCF_900105705.1
GCF_900105755.1,Streptomyces,Streptomyces_G,MQ,GCF_900105755.1
GCF_900105775.1,Streptomyces,Streptomyces_G,MQ,GCF_900105775.1
GCF_900105915.1,Streptomyces,Streptomyces_G,MQ,GCF_900105915.1
GCF_900107965.1,Streptomyces,Streptomyces_G,MQ,GCF_900107965.1
GCF_900109465.1,non-Streptomyces,non-Streptomyces_G,MQ,GCF_900109465.1
GCF_900110255.1,Streptomyces,Streptomyces_G,LQ,GCF_900110255.1
GCF_900110735.1,Streptomyces,Streptomyces_G,MQ,GCF_900110735.1
GCF_900110755.1,Streptomyces,Streptomyces_G,LQ,GCF_900110755.1
GCF_900111245.1,Streptomyces,Streptomyces_G,MQ,GCF_900111245.1
GCF_900112355.1,Streptomyces,Streptomyces_G,MQ,GCF_900112355.1
GCF_900112845.1,Streptomyces,Streptomyces_G,MQ,GCF_900112845.1
GCF_900112965.1,Streptomyces,Streptomyces_G,MQ,GCF_900112965.1
GCF_900114215.1,Streptomyces,Streptomyces_G,MQ,GCF_900114215.1
GCF_900114955.1,Streptomyces,Streptomyces_G,LQ,GCF_900114955.1
GCF_900116145.1,Streptomyces,Streptomyces_G,MQ,GCF_900116145.1
GCF_900116325.1,Streptomyces,Streptomyces_G,MQ,GCF_900116325.1
GCF_900119365.1,Streptomyces,Streptomyces_G,LQ,GCF_900119365.1
GCF_900129855.1,Streptomyces,Streptomyces_G,HQ,GCF_900129855.1
GCF_900142575.1,Streptomyces,Streptomyces_G,MQ,GCF_900142575.1
GCF_900142595.1,Streptomyces,Streptomyces_G,MQ,GCF_900142595.1
GCF_900171555.1,Streptomyces,Streptomyces_G,LQ,GCF_900171555.1
GCF_900177255.1,Streptomyces,Streptomyces_G,MQ,GCF_900177255.1
GCF_900182715.1,Streptomyces,Streptomyces_G,MQ,GCF_900182715.1
GCF_900187385.1,Streptomyces,Streptomyces_G,MQ,GCF_900187385.1
GCF_900187925.1,Streptomyces,Streptomyces_G,MQ,GCF_900187925.1
GCF_900188405.1,Streptomyces,Streptomyces_G,MQ,GCF_900188405.1
GCF_900199205.1,Streptomyces,non-Streptomyces_G,MQ,GCF_900199205.1
GCF_900206255.1,Streptomyces,Streptomyces_G,MQ,GCF_900206255.1
GCF_900207595.1,Streptomyces,Streptomyces_G,MQ,GCF_900207595.1
GCF_900215305.1,Streptomyces,Streptomyces_G,MQ,GCF_900215305.1
GCF_900215565.1,Streptomyces,Streptomyces_G,MQ,GCF_900215565.1
GCF_900215595.1,Streptomyces,Streptomyces_G,MQ,GCF_900215595.1
GCF_900215615.1,Streptomyces,Streptomyces_G,MQ,GCF_900215615.1
GCF_900221035.1,Streptomyces,Streptomyces_G,HQ,GCF_900221035.1
GCF_900230195.1,Streptomyces,Streptomyces_G,MQ,GCF_900230195.1
GCF_900230275.1,Streptomyces,Streptomyces_G,MQ,GCF_900230275.1
GCF_900236475.1,Streptomyces,Streptomyces_G,HQ,GCF_900236475.1
GCF_900236505.1,Streptomyces,Streptomyces_G,HQ,GCF_900236505.1
GCF_900290235.1,Streptomyces,Streptomyces_G,LQ,GCF_900290235.1
GCF_900290435.1,Streptomyces,Streptomyces_G,MQ,GCF_900290435.1
GCF_900460065.1,Streptomyces,Streptomyces_G,MQ,GCF_900460065.1
GCF_900460115.1,Streptomyces,Streptomyces_G,MQ,GCF_900460115.1
GCF_902506575.1,Streptomyces,Streptomyces_G,LQ,GCF_902506575.1
GCF_904440635.1,Streptomyces,Streptomyces_G,HQ,GCF_904440635.1
GCF_904440645.1,Streptomyces,Streptomyces_G,HQ,GCF_904440645.1
GCF_907177275.1,Streptomyces,Streptomyces_G,LQ,GCF_907177275.1
GCF_910593825.1,Streptomyces,Streptomyces_G,MQ,GCF_910593825.1
GCF_913919575.1,Streptomyces,Streptomyces_G,LQ,GCF_913919575.1
GCF_928722305.1,Streptomyces,Streptomyces_G,MQ,GCF_928722305.1
GCF_940670765.1,Streptomyces,Streptomyces_G,LQ,GCF_940670765.1
GCF_945929885.1,non-Streptomyces,non-Streptomyces_G,LQ,GCF_945929885.1
GCF_947311705.1,Streptomyces,Streptomyces_G,HQ,GCF_947311705.1
GCF_947495155.1,Streptomyces,Streptomyces_G,MQ,GCF_947495155.1
GCF_948472415.1,non-Streptomyces,non-Streptomyces_G,HQ,GCF_948472415.1
NBC_00193,This study*,Streptomyces_G,MQ_I,NBC_00193
NBC_00120,This study*,Streptomyces_G,MQ_I,NBC_00120
NBC_01306,This study*,Streptomyces_G,MQ_I,NBC_01306
NBC_01681,This study*,Streptomyces_G,MQ_I,NBC_01681
NBC_01571,This study*,Streptomyces_G,MQ_I,NBC_01571
NBC_00201,This study*,Streptomyces_G,MQ_I,NBC_00201
NBC_00227,This study*,Streptomyces_G,MQ_I,NBC_00227
NBC_01379,This study*,Streptomyces_G,MQ_I,NBC_01379
NBC_01142,This study*,Streptomyces_G,MQ_I,NBC_01142
NBC_00086,This study*,Streptomyces_G,MQ_I,NBC_00086
NBC_00347,This study*,Streptomyces_G,MQ_I,NBC_00347
NBC_01334,This study*,Streptomyces_G,HQ_I,NBC_01334
NBC_01381,This study*,Streptomyces_G,MQ_I,NBC_01381
NBC_01645,This study*,Streptomyces_G,MQ_I,NBC_01645
NBC_00310,This study*,Streptomyces_G,HQ_I,NBC_00310
NBC_00160,This study*,Streptomyces_G,MQ_I,NBC_00160
NBC_01623,This study*,Streptomyces_G,MQ_I,NBC_01623
NBC_01565,This study*,Streptomyces_G,MQ_I,NBC_01565
NBC_00893,This study*,Streptomyces_G,MQ_I,NBC_00893
NBC_01287,This study*,non-Streptomyces_G,MQ_I,NBC_01287
NBC_01670,This study*,Streptomyces_G,MQ_I,NBC_01670
NBC_00083,This study*,Streptomyces_G,MQ_I,NBC_00083
NBC_00465,This study*,Streptomyces_G,MQ_I,NBC_00465
NBC_01655,This study*,non-Streptomyces_G,MQ_I,NBC_01655
NBC_00635,This study*,Streptomyces_G,HQ_I,NBC_00635
NBC_00264,This study*,Streptomyces_G,MQ_I,NBC_00264
NBC_00365,This study*,Streptomyces_G,MQ_I,NBC_00365
NBC_00233,This study*,Streptomyces_G,MQ_I,NBC_00233
NBC_00103,This study*,Streptomyces_G,MQ_I,NBC_00103
NBC_01691,This study*,Streptomyces_G,MQ_I,NBC_01691
NBC_00305,This study*,Streptomyces_G,MQ_I,NBC_00305
NBC_01296,This study*,Streptomyces_G,HQ_I,NBC_01296
NBC_00320,This study*,Streptomyces_G,MQ_I,NBC_00320
NBC_00062,This study*,Streptomyces_G,MQ_I,NBC_00062
NBC_00150,This study*,Streptomyces_G,HQ_I,NBC_00150
NBC_00654,This study*,Streptomyces_G,MQ_I,NBC_00654
NBC_00452,This study*,Streptomyces_G,MQ_I,NBC_00452
NBC_01264,This study*,Streptomyces_G,MQ_I,NBC_01264
NBC_01619,This study*,Streptomyces_G,MQ_I,NBC_01619
NBC_01481,This study*,Streptomyces_G,MQ_I,NBC_01481
NBC_00410,This study*,non-Streptomyces_G,MQ_I,NBC_00410
NBC_01634,This study*,Streptomyces_G,MQ_I,NBC_01634
NBC_00154,This study*,Streptomyces_G,MQ_I,NBC_00154
NBC_00534,This study*,Streptomyces_G,MQ_I,NBC_00534
NBC_00052,This study*,Streptomyces_G,MQ_I,NBC_00052
NBC_00198,This study*,Streptomyces_G,MQ_I,NBC_00198
NBC_00474,This study*,Streptomyces_G,MQ_I,NBC_00474
NBC_01458,This study*,Streptomyces_G,MQ_I,NBC_01458
NBC_00038,This study*,Streptomyces_G,MQ_I,NBC_00038
NBC_00006,This study*,Streptomyces_G,MQ_I,NBC_00006
NBC_00231,This study*,Streptomyces_G,MQ_I,NBC_00231
NBC_00338,This study*,Streptomyces_G,MQ_I,NBC_00338
NBC_01263,This study*,non-Streptomyces_G,MQ_I,NBC_01263
NBC_00094,This study*,Streptomyces_G,MQ_I,NBC_00094
NBC_00282,This study*,Streptomyces_G,MQ_I,NBC_00282
NBC_01551,This study*,Streptomyces_G,MQ_I,NBC_01551
NBC_00362,This study*,non-Streptomyces_G,MQ_I,NBC_00362
NBC_01424,This study*,Streptomyces_G,MQ_I,NBC_01424
NBC_01433,This study*,Streptomyces_G,MQ_I,NBC_01433
NBC_01345,This study*,Streptomyces_G,MQ_I,NBC_01345
NBC_01273,This study*,Streptomyces_G,MQ_I,NBC_01273
NBC_01518,This study*,Streptomyces_G,HQ_I,NBC_01518
NBC_01764,This study*,Streptomyces_G,MQ_I,NBC_01764
NBC_00568,This study*,Streptomyces_G,MQ_I,NBC_00568
NBC_00026,This study*,Streptomyces_G,MQ_I,NBC_00026
NBC_00102,This study*,Streptomyces_G,MQ_I,NBC_00102
NBC_00124,This study*,Streptomyces_G,MQ_I,NBC_00124
NBC_01500,This study*,Streptomyces_G,MQ_I,NBC_01500
NBC_00091,This study*,Streptomyces_G,MQ_I,NBC_00091
NBC_00207,This study*,Streptomyces_G,HQ_I,NBC_00207
NBC_00034,This study*,Streptomyces_G,MQ_I,NBC_00034
NBC_01275,This study*,Streptomyces_G,MQ_I,NBC_01275
NBC_00642,This study*,Streptomyces_G,HQ_I,NBC_00642
NBC_00183,This study*,Streptomyces_G,MQ_I,NBC_00183
NBC_01721,This study*,Streptomyces_G,MQ_I,NBC_01721
NBC_00276,This study*,Streptomyces_G,MQ_I,NBC_00276
NBC_01416,This study*,non-Streptomyces_G,MQ_I,NBC_01416
NBC_01600,This study*,Streptomyces_G,MQ_I,NBC_01600
NBC_00828,This study*,Streptomyces_G,HQ_I,NBC_00828
NBC_00555,This study*,Streptomyces_G,MQ_I,NBC_00555
NBC_01239,This study*,Streptomyces_G,MQ_I,NBC_01239
NBC_00059,This study*,Streptomyces_G,MQ_I,NBC_00059
NBC_00424,This study*,Streptomyces_G,MQ_I,NBC_00424
NBC_00439,This study*,Streptomyces_G,MQ_I,NBC_00439
NBC_01016,This study*,Streptomyces_G,MQ_I,NBC_01016
NBC_01728,This study*,Streptomyces_G,MQ_I,NBC_01728
NBC_01238,This study*,Streptomyces_G,HQ_I,NBC_01238
NBC_00240,This study*,non-Streptomyces_G,MQ_I,NBC_00240
NBC_00638,This study*,Streptomyces_G,MQ_I,NBC_00638
NBC_01719,This study*,Streptomyces_G,MQ_I,NBC_01719
NBC_00340,This study*,Streptomyces_G,MQ_I,NBC_00340
NBC_01767,This study*,Streptomyces_G,MQ_I,NBC_01767
NBC_01789,This study*,Streptomyces_G,MQ_I,NBC_01789
NBC_01311,This study*,Streptomyces_G,MQ_I,NBC_01311
NBC_00018,This study*,Streptomyces_G,MQ_I,NBC_00018
NBC_00994,This study*,Streptomyces_G,MQ_I,NBC_00994
NBC_00249,This study*,Streptomyces_G,MQ_I,NBC_00249
NBC_00409,This study*,non-Streptomyces_G,MQ_I,NBC_00409
NBC_00268,This study*,Streptomyces_G,MQ_I,NBC_00268
NBC_01472,This study*,Streptomyces_G,MQ_I,NBC_01472
NBC_00051,This study*,Streptomyces_G,MQ_I,NBC_00051
NBC_01408,This study*,Streptomyces_G,MQ_I,NBC_01408
NBC_01669,This study*,Streptomyces_G,MQ_I,NBC_01669
NBC_00140,This study*,Streptomyces_G,MQ_I,NBC_00140
NBC_01363,This study*,Streptomyces_G,MQ_I,NBC_01363
NBC_01221,This study*,Streptomyces_G,MQ_I,NBC_01221
NBC_00378,This study*,Streptomyces_G,MQ_I,NBC_00378
NBC_01373,This study*,Streptomyces_G,MQ_I,NBC_01373
NBC_01548,This study*,Streptomyces_G,MQ_I,NBC_01548
NBC_00199,This study*,Streptomyces_G,MQ_I,NBC_00199
NBC_00047,This study*,Streptomyces_G,MQ_I,NBC_00047
NBC_00847,This study*,Streptomyces_G,MQ_I,NBC_00847
NBC_00643,This study*,Streptomyces_G,HQ_I,NBC_00643
NBC_01464,This study*,Streptomyces_G,MQ_I,NBC_01464
NBC_01697,This study*,Streptomyces_G,MQ_I,NBC_01697
NBC_01242,This study*,Streptomyces_G,MQ_I,NBC_01242
NBC_00078,This study*,Streptomyces_G,MQ_I,NBC_00078
NBC_01285,This study*,Streptomyces_G,MQ_I,NBC_01285
NBC_01214,This study*,Streptomyces_G,MQ_I,NBC_01214
NBC_00063,This study*,Streptomyces_G,MQ_I,NBC_00063
NBC_00263,This study*,Streptomyces_G,MQ_I,NBC_00263
NBC_00291,This study*,Streptomyces_G,MQ_I,NBC_00291
NBC_00572,This study*,Streptomyces_G,MQ_I,NBC_00572
NBC_00640,This study*,Streptomyces_G,MQ_I,NBC_00640
NBC_01457,This study*,Streptomyces_G,MQ_I,NBC_01457
NBC_00892,This study*,Streptomyces_G,MQ_I,NBC_00892
NBC_00174,This study*,Streptomyces_G,MQ_I,NBC_00174
NBC_00620,This study*,Streptomyces_G,MQ_I,NBC_00620
NBC_01446,This study*,Streptomyces_G,MQ_I,NBC_01446
NBC_00401,This study*,Streptomyces_G,MQ_I,NBC_00401
NBC_01549,This study*,Streptomyces_G,MQ_I,NBC_01549
NBC_00687,This study*,Streptomyces_G,MQ_I,NBC_00687
NBC_01741,This study*,Streptomyces_G,MQ_I,NBC_01741
NBC_00141,This study*,Streptomyces_G,MQ_I,NBC_00141
NBC_01757,This study*,non-Streptomyces_G,MQ_I,NBC_01757
NBC_00878,This study*,Streptomyces_G,MQ_I,NBC_00878
NBC_01443,This study*,Streptomyces_G,MQ_I,NBC_01443
NBC_00906,This study*,Streptomyces_G,MQ_I,NBC_00906
NBC_00237,This study*,Streptomyces_G,MQ_I,NBC_00237
NBC_00661,This study*,Streptomyces_G,HQ_I,NBC_00661
NBC_01388,This study*,non-Streptomyces_G,HQ_I,NBC_01388
NBC_01331,This study*,Streptomyces_G,HQ_I,NBC_01331
NBC_01184,This study*,Streptomyces_G,HQ_I,NBC_01184
NBC_01769,This study*,Streptomyces_G,HQ_I,NBC_01769
NBC_00273,This study*,Streptomyces_G,HQ_I,NBC_00273
NBC_00731,This study*,Streptomyces_G,HQ_I,NBC_00731
NBC_01187,This study*,Streptomyces_G,HQ_I,NBC_01187
NBC_01629,This study*,Streptomyces_G,HQ_I,NBC_01629
NBC_01290,This study*,non-Streptomyces_G,HQ_I,NBC_01290
NBC_00869,This study*,Streptomyces_G,HQ_I,NBC_00869
NBC_00454,This study*,Streptomyces_G,HQ_I,NBC_00454
NBC_01626,This study*,Streptomyces_G,HQ_I,NBC_01626
NBC_01701,This study*,Streptomyces_G,HQ_I,NBC_01701
NBC_01485,This study*,Streptomyces_G,HQ_I,NBC_01485
NBC_01298,This study*,Streptomyces_G,HQ_I,NBC_01298
NBC_01730,This study*,non-Streptomyces_G,HQ_I,NBC_01730
NBC_01800,This study*,Streptomyces_G,HQ_I,NBC_01800
NBC_01654,This study*,Streptomyces_G,HQ_I,NBC_01654
NBC_01612,This study*,Streptomyces_G,HQ_I,NBC_01612
NBC_01320,This study*,Streptomyces_G,HQ_I,NBC_01320
NBC_01365,This study*,Streptomyces_G,HQ_I,NBC_01365
NBC_01658,This study*,Streptomyces_G,HQ_I,NBC_01658
NBC_01578,This study*,Streptomyces_G,HQ_I,NBC_01578
NBC_01176,This study*,Streptomyces_G,HQ_I,NBC_01176
NBC_01653,This study*,Streptomyces_G,HQ_I,NBC_01653
NBC_01175,This study*,Streptomyces_G,HQ_I,NBC_01175
NBC_01475,This study*,Streptomyces_G,HQ_I,NBC_01475
NBC_00304,This study*,Streptomyces_G,HQ_I,NBC_00304
NBC_01477,This study*,Streptomyces_G,HQ_I,NBC_01477
NBC_01550,This study*,Streptomyces_G,HQ_I,NBC_01550
NBC_01432,This study*,Streptomyces_G,HQ_I,NBC_01432
NBC_00831,This study*,Streptomyces_G,HQ_I,NBC_00831
NBC_00236,This study*,Streptomyces_G,HQ_I,NBC_00236
NBC_00045,This study*,Streptomyces_G,HQ_I,NBC_00045
NBC_00035,This study*,Streptomyces_G,HQ_I,NBC_00035
NBC_00445,This study*,Streptomyces_G,HQ_I,NBC_00445
NBC_01613,This study*,Streptomyces_G,HQ_I,NBC_01613
NBC_01021,This study*,Streptomyces_G,HQ_I,NBC_01021
NBC_01410,This study*,Streptomyces_G,HQ_I,NBC_01410
NBC_01515,This study*,Streptomyces_G,HQ_I,NBC_01515
NBC_00121,This study*,Streptomyces_G,HQ_I,NBC_00121
NBC_00208,This study*,Streptomyces_G,HQ_I,NBC_00208
NBC_01491,This study*,non-Streptomyces_G,HQ_I,NBC_01491
NBC_00382,This study*,non-Streptomyces_G,HQ_I,NBC_00382
NBC_00857,This study*,Streptomyces_G,HQ_I,NBC_00857
NBC_00514,This study*,Streptomyces_G,HQ_I,NBC_00514
NBC_00084,This study*,Streptomyces_G,HQ_I,NBC_00084
NBC_00044,This study*,Streptomyces_G,HQ_I,NBC_00044
NBC_00285,This study*,Streptomyces_G,HQ_I,NBC_00285
NBC_00196,This study*,non-Streptomyces_G,HQ_I,NBC_00196
NBC_01792,This study*,Streptomyces_G,HQ_I,NBC_01792
NBC_00589,This study*,Streptomyces_G,HQ_I,NBC_00589
NBC_01677,This study*,Streptomyces_G,HQ_I,NBC_01677
NBC_01665,This study*,Streptomyces_G,HQ_I,NBC_01665
NBC_00283,This study*,Streptomyces_G,HQ_I,NBC_00283
NBC_00278,This study*,Streptomyces_G,HQ_I,NBC_00278
NBC_00099,This study*,Streptomyces_G,HQ_I,NBC_00099
NBC_00701,This study*,Streptomyces_G,HQ_I,NBC_00701
NBC_00525,This study*,Streptomyces_G,HQ_I,NBC_00525
NBC_01256,This study*,Streptomyces_G,HQ_I,NBC_01256
NBC_00872,This study*,Streptomyces_G,HQ_I,NBC_00872
NBC_01499,This study*,non-Streptomyces_G,HQ_I,NBC_01499
NBC_00356,This study*,Streptomyces_G,HQ_I,NBC_00356
NBC_01414,This study*,Streptomyces_G,HQ_I,NBC_01414
NBC_00715,This study*,Streptomyces_G,HQ_I,NBC_00715
NBC_01010,This study*,Streptomyces_G,HQ_I,NBC_01010
NBC_01213,This study*,Streptomyces_G,HQ_I,NBC_01213
NBC_00597,This study*,Streptomyces_G,HQ_I,NBC_00597
NBC_01680,This study*,Streptomyces_G,HQ_I,NBC_01680
NBC_01419,This study*,Streptomyces_G,HQ_I,NBC_01419
NBC_00324,This study*,Streptomyces_G,HQ_I,NBC_00324
NBC_00656,This study*,Streptomyces_G,HQ_I,NBC_00656
NBC_00267,This study*,Streptomyces_G,HQ_I,NBC_00267
NBC_00350,This study*,Streptomyces_G,HQ_I,NBC_00350
NBC_01403,This study*,non-Streptomyces_G,HQ_I,NBC_01403
NBC_01274,This study*,Streptomyces_G,HQ_I,NBC_01274
NBC_00500,This study*,Streptomyces_G,HQ_I,NBC_00500
NBC_01456,This study*,Streptomyces_G,HQ_I,NBC_01456
NBC_00595,This study*,Streptomyces_G,HQ_I,NBC_00595
NBC_01333,This study*,Streptomyces_G,HQ_I,NBC_01333
NBC_00641,This study*,Streptomyces_G,HQ_I,NBC_00641
NBC_01268,This study*,Streptomyces_G,HQ_I,NBC_01268
NBC_00871,This study*,Streptomyces_G,HQ_I,NBC_00871
NBC_01673,This study*,Streptomyces_G,HQ_I,NBC_01673
NBC_01542,This study*,Streptomyces_G,HQ_I,NBC_01542
NBC_01778,This study*,Streptomyces_G,HQ_I,NBC_01778
NBC_01426,This study*,Streptomyces_G,HQ_I,NBC_01426
NBC_01022,This study*,Streptomyces_G,MQ_I,NBC_01022
NBC_01664,This study*,Streptomyces_G,HQ_I,NBC_01664
NBC_00391,This study*,Streptomyces_G,HQ_I,NBC_00391
NBC_00888,This study*,non-Streptomyces_G,HQ_I,NBC_00888
NBC_01708,This study*,Streptomyces_G,HQ_I,NBC_01708
NBC_00144,This study*,Streptomyces_G,HQ_I,NBC_00144
NBC_01581,This study*,Streptomyces_G,HQ_I,NBC_01581
NBC_01168,This study*,Streptomyces_G,HQ_I,NBC_01168
NBC_00444,This study*,Streptomyces_G,HQ_I,NBC_00444
NBC_01675,This study*,Streptomyces_G,HQ_I,NBC_01675
NBC_00217,This study*,Streptomyces_G,HQ_I,NBC_00217
NBC_01387,This study*,Streptomyces_G,HQ_I,NBC_01387
NBC_00504,This study*,Streptomyces_G,HQ_I,NBC_00504
NBC_00392,This study*,non-Streptomyces_G,HQ_I,NBC_00392
NBC_00830,This study*,Streptomyces_G,MQ_I,NBC_00830
